time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2018-10-09 15:00:00,80.1793442622951,441.354098360656,24.29,74.19,1.42219320278689,0,0
2018-10-09 16:00:00,27.1968852459016,443.381967213115,22.4,84.9,1.37980802786885,0.042672,0
2018-10-09 17:00:00,9.85539344262295,438.985245901639,20.99,96.2,0.647143083934426,0.018288,0
2018-10-09 18:00:00,0,434.427868852459,20.98,97,1.05005838177049,0.067056,0
2018-10-09 19:00:00,0,432.359016393443,20.39,98.9,0.927999519508197,0,0
2018-10-09 20:00:00,0,432.262295081967,20.47,97.2,1.20418112131148,0,0
2018-10-09 21:00:00,0,430.850819672131,20.37,95.5,0.806050617786885,0,0
2018-10-09 22:00:00,0.0713606557377049,431.790163934426,20.52,94.3,1.29485443770492,0,0
2018-10-09 23:00:00,0,433.839344262295,20.64,97.7,1.57853413229508,0,0
2018-10-10 00:00:00,0,433.939344262295,20.45,99.6,2.19819656557377,0,0
2018-10-10 01:00:00,0,433.014754098361,20.2,99.6,2.34469291803279,0,0
2018-10-10 02:00:00,0,432.054098360656,20.08,99.5,2.2148425442623,0,0
2018-10-10 03:00:00,0,431.385245901639,20.04,99.6,1.83673138032787,0.006096,0
2018-10-10 04:00:00,0,430.772131147541,19.93,99.6,2.15078827868852,0,0
2018-10-10 05:00:00,0,430.085245901639,19.78,99.6,1.80672083442623,0,0
2018-10-10 06:00:00,2.5353606557377,429.565573770492,19.77,99.6,1.93457283114754,0.006096,0
2018-10-10 07:00:00,19.0298852459016,429.683606557377,19.84,99.6,1.62713405901639,0,0
2018-10-10 08:00:00,50.6024590163934,431.303278688525,19.86,99.6,1.24112137262295,0.006096,0
2018-10-10 09:00:00,60.1873770491803,432.52131147541,19.97,99.6,1.37194331344262,0.012192,0
2018-10-10 10:00:00,79.577868852459,433.414754098361,20.16,99.6,1.47832778540984,0.036576,0
2018-10-10 11:00:00,71.0495081967213,433.949180327869,20.44,99.6,1.87511995081967,0.012192,0
2018-10-10 12:00:00,75.7037704918033,435.111475409836,20.58,99.6,2.03160761147541,0.006096,0
2018-10-10 13:00:00,56.6701639344262,436.098360655738,20.83,99.5,2.2253838704918,0.012192,0
2018-10-10 14:00:00,73.2640983606557,437.501639344262,21.08,99.6,1.99274231803279,0.006096,0
2018-10-10 15:00:00,38.1808196721312,438.668852459016,21.42,99.6,2.31341735901639,0.03048,0
2018-10-10 16:00:00,14.1531803278689,438.854098360656,21.58,99.6,2.21020448032787,0.03048,0
2018-10-10 17:00:00,3.06280327868852,439.26393442623,21.68,99.5,2.36856199180328,0,0
2018-10-10 18:00:00,0,439.26393442623,21.81,99.5,2.69655168852459,0.006096,0
2018-10-10 19:00:00,0,439.936065573771,21.86,99.5,2.45793369180328,0.018288,0
2018-10-10 20:00:00,0,440.195081967213,21.79,99.5,2.29975952622951,0.024384,0
2018-10-10 21:00:00,0,439.37868852459,21.66,99.5,2.43620959836066,0.006096,0
2018-10-10 22:00:00,0,438.752459016393,21.54,99.5,2.51320669836066,0.018288,0
2018-10-10 23:00:00,0,438.401639344262,21.44,99.5,2.60670326229508,0.018288,0
2018-10-11 00:00:00,0,438.386885245902,21.49,99.5,1.41423684278689,0.353568,0
2018-10-11 01:00:00,0,438.465573770492,21.44,99.5,1.65369806721311,0.018288,0
2018-10-11 02:00:00,0,438.5,21.52,99.5,2.62943578688525,0.006096,0
2018-10-11 03:00:00,0,439.080327868852,21.54,99.5,2.36957034098361,0,0
2018-10-11 04:00:00,0,439.585245901639,21.52,99.5,1.7230322147541,0,0
2018-10-11 05:00:00,0,440.175409836066,21.52,99.5,1.07024266229508,0,0
2018-10-11 06:00:00,6.71655737704918,440.970491803279,21.5,99.5,0.626683817704918,0,0
2018-10-11 07:00:00,40.9626229508197,442.06393442623,21.57,99.5,0.837381202786885,0,0
2018-10-11 08:00:00,27.7334426229508,443.670491803279,21.72,99.5,1.33065815111475,0.09144,0
2018-10-11 09:00:00,23.6611475409836,440.75737704918,21.7,99.6,2.78504347540984,0.316992,0
2018-10-11 10:00:00,31.6493442622951,438.649180327869,21.69,99.5,4.32991883606557,0.067056,0
2018-10-11 11:00:00,42.8490163934426,437.273770491803,21.81,97.4,5.16651170491803,0.445008,0
2018-10-11 12:00:00,32.904262295082,433.063934426229,21.49,97.3,8.92993259016393,0.445008,0
2018-10-11 13:00:00,39.0016393442623,422.795081967213,19.71,92.3,8.50716316393443,0.140208,0
2018-10-11 14:00:00,16.8362295081967,414.5,19.53,92.3,7.80702027868852,0.036576,0
2018-10-11 15:00:00,4.60488524590164,413.3,19.25,91.5,7.22717654098361,0.018288,0
2018-10-11 16:00:00,3.835,410.526229508197,18.96,95.5,8.68145178688525,0.018288,0
2018-10-11 17:00:00,6.06881967213115,408.418032786885,19.86,88.6,7.69403616393443,0,0
2018-10-11 18:00:00,0.0179016393442623,413.670491803279,20.37,88.1,7.31429337704918,0,0
2018-10-11 19:00:00,0,365.344262295082,20.74,70.6,7.3310311147541,0,0
2018-10-11 20:00:00,0,334.639344262295,18.45,64.29,5.04410448688525,0,0
2018-10-11 21:00:00,0,318.863934426229,16.95,67.25,7.17074881967213,0,0
2018-10-11 22:00:00,0,310.927868852459,16.08,62.28,6.07977165573771,0,0
2018-10-11 23:00:00,0,302.544262295082,14.14,65.57,11.1913776721311,0,0
2018-10-12 00:00:00,0,298.760655737705,13.38,66.13,11.6350094262295,0,0
2018-10-12 01:00:00,0,297.532786885246,13.01,65.69,9.8370512295082,0,0
2018-10-12 02:00:00,0,294.92131147541,12.86,64.04,10.5362778196721,0,0
2018-10-12 03:00:00,0,291.952459016393,12.46,66.69,10.4241364754098,0,0
2018-10-12 04:00:00,0,289.245901639344,11.95,63.04,10.2730565081967,0,0
2018-10-12 05:00:00,0,286.183606557377,10.79,67.79,9.65238636065574,0,0
2018-10-12 06:00:00,4.56150819672131,283.191803278689,10.36,66.61,11.7522464098361,0,0
2018-10-12 07:00:00,25.7811475409836,280.7,9.95,66.92,11.0532779180328,0,0
2018-10-12 08:00:00,90.6445901639344,282.473770491803,10.14,65.88,7.16865863934426,0,0
2018-10-12 09:00:00,572.537704918033,291.249180327869,11.15,59.69,7.83752581967213,0,0
2018-10-12 10:00:00,712.050819672131,297.198360655738,12.03,54.51,5.21756808196721,0,0
2018-10-12 11:00:00,783.547540983607,301.967213114754,12.88,51.38,3.85044631147541,0,0
2018-10-12 12:00:00,791.919672131148,305.239344262295,14.47,47.71,3.99147949180328,0,0
2018-10-12 13:00:00,728.093442622951,307.404918032787,15.52,40.28,3.10320684918033,0,0
2018-10-12 14:00:00,608.555737704918,306.601639344262,17.27,42.26,2.78852668852459,0,0
2018-10-12 15:00:00,434.673770491803,302.429508196721,18.64,44.25,2.40931550491803,0,0
2018-10-12 16:00:00,55.0432786885246,310.083606557377,18.76,43.23,2.06356146065574,0,0
2018-10-12 17:00:00,9.91796721311475,311.683606557377,14.66,66.23,1.65201151803279,0,0
2018-10-12 18:00:00,0,312.904918032787,11.81,76.56,2.06191157213115,0,0
2018-10-12 19:00:00,0,305.949180327869,10.65,89.2,2.67660570491803,0,0
2018-10-12 20:00:00,0,304.609836065574,9.74,92.3,3.16522632786885,0,0
2018-10-12 21:00:00,0,304.46393442623,9.79,86.1,2.30595596721311,0,0
2018-10-12 22:00:00,0,316.934426229508,9.69,84,3.30757947540984,0,0
2018-10-12 23:00:00,0,330.84262295082,10.08,81.9,4.10666363934426,0,0
2018-10-13 00:00:00,0,357.162295081967,10.51,80.9,3.639254,0,0
2018-10-13 01:00:00,0,361.82131147541,10.9,81.6,1.84320285901639,0,0
2018-10-13 02:00:00,0,370.931147540984,11.03,79.12,1.90175734590164,0.006096,0
2018-10-13 03:00:00,0,373.731147540984,9.56,96.4,1.8817564295082,0,0
2018-10-13 04:00:00,0,373.296721311475,11.09,80.8,1.0458785352459,0,0
2018-10-13 05:00:00,0.119967213114754,365.55737704918,11,78.82,1.8858995704918,0,0
2018-10-13 06:00:00,11.645737704918,354.431147540984,11.34,76.89,2.96387860655738,0,0
2018-10-13 07:00:00,40.2567213114754,365.581967213115,11.46,73.89,1.96320844491803,0,0
2018-10-13 08:00:00,119.97,350.019672131148,10.92,73.54,2.58958063114754,0,0
2018-10-13 09:00:00,329.937704918033,347.473770491803,11.29,70.16,3.45592737704918,0,0
2018-10-13 10:00:00,602.949180327869,326.185245901639,11.17,63.82,4.35369624590164,0,0
2018-10-13 11:00:00,731.604918032787,300.124590163934,11.31,60.92,4.37631882622951,0,0
2018-10-13 12:00:00,800.227868852459,303.94262295082,12.2,56.25,3.36420909508197,0,0
2018-10-13 13:00:00,728.954098360656,298.727868852459,12.62,55.52,4.75025021311475,0,0
2018-10-13 14:00:00,605.867213114754,294.275409836066,12.46,52.73,3.83750349180328,0,0
2018-10-13 15:00:00,430.762295081967,288.524590163934,12.89,51.32,2.65326829180328,0,0
2018-10-13 16:00:00,54.1004918032787,294.222950819672,13.76,49.35,2.13808380819672,0,0
2018-10-13 17:00:00,5.65695081967213,292.572131147541,12.31,61.35,1.82992991147541,0,0
2018-10-13 18:00:00,0,285.595081967213,10.04,87.4,2.60650157377049,0,0
2018-10-13 19:00:00,0,287.959016393443,8.62,92.6,2.67207759016393,0,0
2018-10-13 20:00:00,0,296.893442622951,7.866,95.4,3.07535957377049,0,0
2018-10-13 21:00:00,0,284,8.09,95.6,3.01874831147541,0,0
2018-10-13 22:00:00,0,289.419672131148,7.81,96.3,2.04449552622951,0,0
2018-10-13 23:00:00,0,327.970491803279,7.599,97.8,1.12426898696721,0,0
2018-10-14 00:00:00,0.00450819672131148,329.019672131148,9.3,93.1,1.20955252459016,0,0
2018-10-14 01:00:00,0,334.752459016393,10.21,80.7,0.901618757377049,0,0
2018-10-14 02:00:00,0,335.04262295082,9.65,77.73,0.879252933278688,0,0
2018-10-14 03:00:00,0,347.527868852459,9.24,79.94,0.947432086885246,0,0
2018-10-14 04:00:00,0,341.24262295082,9.02,77.52,1.00899322459016,0,0
2018-10-14 05:00:00,0,356.290163934426,8.75,78.22,1.25729088196721,0,0
2018-10-14 06:00:00,2.31908196721311,353.911475409836,8.26,86.4,1.14218002131148,0,0
2018-10-14 07:00:00,30.6744262295082,360.275409836066,8.1,81.9,0.560172922590164,0,0
2018-10-14 08:00:00,55.1145901639344,362.440983606557,8.02,81.7,0.97447279,0.018288,0
2018-10-14 09:00:00,133.671147540984,367.177049180328,8.06,90.3,0.782658133770492,0.018288,0
2018-10-14 10:00:00,163.624590163934,372.508196721311,8.73,90.3,0.982245849180328,0,0
2018-10-14 11:00:00,184.668852459016,376.518032786885,8.87,84.2,1.06881266557377,0,0
2018-10-14 12:00:00,211.202131147541,378.191803278688,9.56,82,1.16238263786885,0,0
2018-10-14 13:00:00,108.412295081967,379.168852459016,10.06,82.6,1.2829382295082,0,0
2018-10-14 14:00:00,118.795573770492,377.119672131148,9.91,88.2,1.5608247557377,0,0
2018-10-14 15:00:00,131.988032786885,373.570491803279,10.14,87.9,1.55323502786885,0,0
2018-10-14 16:00:00,43.6050819672131,373.829508196721,10.39,88.8,0.782346500409836,0,0
2018-10-14 17:00:00,8.54860655737705,374.329508196721,10.7,92.2,1.12700062622951,0,0
2018-10-14 18:00:00,0,375.368852459016,10.78,93.7,1.46366160327869,0,0
2018-10-14 19:00:00,0,374.565573770492,10.64,94.1,1.5614297,0,0
2018-10-14 20:00:00,0,375.286885245902,10.82,95.4,1.63894026065574,0,0
2018-10-14 21:00:00,0,377.167213114754,10.84,96.9,1.42299985737705,0,0
2018-10-14 22:00:00,0,378.262295081967,11.19,97.6,1.23287176721311,0,0
2018-10-14 23:00:00,0,380.518032786885,11.25,98.3,1.38092633442623,0,0
2018-10-15 00:00:00,0,376.232786885246,11.56,98.1,1.37395991147541,0,0
2018-10-15 01:00:00,0,377.940983606557,11.48,99.2,1.3600270557377,0,0
2018-10-15 02:00:00,0,382.632786885246,11.49,99.9,0.47707092442623,0,0
2018-10-15 03:00:00,0,385.332786885246,12.2,100,1.46943638918033,0,0
2018-10-15 04:00:00,0.000508196721311475,384.955737704918,12.1,100,1.22854522622951,0,0
2018-10-15 05:00:00,0,385.662295081967,13.2,100,1.10894285918033,0,0
2018-10-15 06:00:00,9.74614754098361,383.683606557377,14.29,100,1.10160988721311,0,0
2018-10-15 07:00:00,72.7895081967213,384.713114754098,13.46,100,0.911390077213115,0,0
2018-10-15 08:00:00,161.826229508197,387.803278688525,14.6,100,1.11996084239344,0,0
2018-10-15 09:00:00,252.490163934426,390.155737704918,15.89,100,0.820606734967213,0,0
2018-10-15 10:00:00,298.070491803279,400.654098360656,18.88,80.8,0.991668874262295,0,0
2018-10-15 11:00:00,400.14262295082,393.496721311475,19.14,85.6,1.55186015185246,0,0
2018-10-15 12:00:00,297.608196721311,414.204918032787,24.3,82.5,1.20236615081967,0,0
2018-10-15 13:00:00,346.626229508197,409.044262295082,22.38,81,1.30246253909836,0,0
2018-10-15 14:00:00,462.768852459016,387.783606557377,23.64,74.91,1.14969640655738,0,0
2018-10-15 15:00:00,244.490163934426,394.550819672131,24.5,66.24,1.43865589836066,0,0
2018-10-15 16:00:00,68.6662295081967,407.577049180328,23.53,78.87,1.04657520163934,0,0
2018-10-15 17:00:00,17.1469016393443,402.762295081967,25.56,99.5,0.742161281032787,0,0
2018-10-15 18:00:00,0,383.934426229508,19.85,97.9,0.787186328196721,0,0
2018-10-15 19:00:00,0.00462295081967213,410.514754098361,18.64,99.5,1.9923023557377,0.024384,0
2018-10-15 20:00:00,0,393.370491803279,18.91,83.7,1.38939600377049,0,0
2018-10-15 21:00:00,0.0923934426229508,392.424590163934,18.35,88.1,1.55448164918033,0,0
2018-10-15 22:00:00,0.168737704918033,395.872131147541,18.47,83.9,1.43509934918033,0,0
2018-10-15 23:00:00,0.0852622950819672,379.83606557377,18.56,78.65,2.04141559836066,0,0
2018-10-16 00:00:00,0.0471147540983607,381.486885245902,18.17,80.9,2.83787819508197,0,0
2018-10-16 01:00:00,0,362.709836065574,17.75,84.3,6.37338762295082,0,0
2018-10-16 02:00:00,0,367.159016393443,16.83,78.69,7.12726339344262,0,0
2018-10-16 03:00:00,0,364.131147540984,15.8,78.39,8.85968167213115,0,0
2018-10-16 04:00:00,0,358.577049180328,15.44,77.43,7.16620196721311,0,0
2018-10-16 05:00:00,0,361.577049180328,15.42,77.54,7.02623226229508,0,0
2018-10-16 06:00:00,4.01545901639344,362.609836065574,15.21,80.2,7.03794680327869,0,0
2018-10-16 07:00:00,46.7639344262295,364.054098360656,15.14,80.5,5.08348301639344,0,0
2018-10-16 08:00:00,127.729508196721,364.139344262295,15.33,79.86,2.68764205737705,0,0
2018-10-16 09:00:00,135.409836065574,376.937704918033,15.52,79.67,1.94159424340984,0,0
2018-10-16 10:00:00,341.111475409836,368.190163934426,15.47,78.54,1.71562577540984,0,0
2018-10-16 11:00:00,452.998360655738,364.96393442623,16.2,75.68,1.1033697852459,0,0
2018-10-16 12:00:00,408.765573770492,386.881967213115,18.5,72.04,1.27474360770492,0,0
2018-10-16 13:00:00,266.054098360656,400.168852459016,19.24,72.05,1.42950785245902,0,0
2018-10-16 14:00:00,253.090163934426,385.563934426229,19.17,72.19,0.930181050819672,0,0
2018-10-16 15:00:00,111.144098360656,400.877049180328,18.98,72.53,1.01660129098361,0,0
2018-10-16 16:00:00,42.2185573770492,403.891803278689,18.16,79.95,0.583327060655738,0,0
2018-10-16 17:00:00,1.45326229508197,406.844262295082,17.67,87.1,0.319281693770492,0,0
2018-10-16 18:00:00,0,405.270491803279,16.96,93.3,0.171740404262295,0,0
2018-10-16 19:00:00,0,405.681967213115,16.47,94.2,0.473477732590164,0,0
2018-10-16 20:00:00,0,405.314754098361,16.48,96.1,0.516926148688525,0.006096,0
2018-10-16 21:00:00,0,405.155737704918,16.37,98.2,0.387075893278689,0.006096,0
2018-10-16 22:00:00,0,402.018032786885,15.66,99,0.465063050081967,0.024384,0
2018-10-16 23:00:00,0,400.954098360656,15.75,100,0.358586929918033,0,0
2018-10-17 00:00:00,0,401.477049180328,16.09,100,1.30798065636066,0,0
2018-10-17 01:00:00,0,402.986885245902,16.34,97.7,2.50108875901639,0,0
2018-10-17 02:00:00,0.0524426229508197,403.65737704918,16.42,93.6,1.8728834,0,0
2018-10-17 03:00:00,0.0195573770491803,389.55737704918,16.09,88.1,1.68620185901639,0,0
2018-10-17 04:00:00,0,349.52131147541,16.12,69.44,2.50537868360656,0,0
2018-10-17 05:00:00,0,337.514754098361,18.42,57.99,2.16110952295082,0,0
2018-10-17 06:00:00,9.67039344262295,327.532786885246,15.98,51.24,2.54165898852459,0,0
2018-10-17 07:00:00,67.9349180327869,324.965573770492,13.21,55.68,1.99092741147541,0,0
2018-10-17 08:00:00,189.77868852459,306.872131147541,12.56,58.83,1.97886456557377,0,0
2018-10-17 09:00:00,441.786885245902,305.75737704918,13.15,53.03,3.33857995081967,0,0
2018-10-17 10:00:00,611.098360655738,306.095081967213,14.59,41.84,4.07685473770492,0,0
2018-10-17 11:00:00,733.060655737705,306.609836065574,17.48,40.81,2.88436985901639,0,0
2018-10-17 12:00:00,731.362295081967,314.950819672131,18.74,39.68,2.5521086147541,0,0
2018-10-17 13:00:00,675.218032786885,315.344262295082,21.43,42.04,2.91463710163934,0,0
2018-10-17 14:00:00,577.673770491803,313.452459016393,22.51,41.78,2.52380296393443,0,0
2018-10-17 15:00:00,383.041147540984,313.691803278688,19.38,36.53,2.55601353770492,0,0
2018-10-17 16:00:00,34.9396721311475,316.262295081967,19.74,37.69,3.11785468852459,0,0
2018-10-17 17:00:00,5.31744262295082,309.426229508197,19.87,43.77,2.36440053114754,0,0
2018-10-17 18:00:00,0,304.785245901639,20.05,46.19,2.07646764918033,0,0
2018-10-17 19:00:00,0,301.627868852459,16.88,47.38,1.86859357540984,0,0
2018-10-17 20:00:00,0,301.063934426229,15.61,50.34,2.82002228196721,0,0
2018-10-17 21:00:00,0,300.550819672131,14.82,54.45,3.77711559016393,0,0
2018-10-17 22:00:00,0,304.273770491803,14.36,49.37,3.06982302786885,0,0
2018-10-17 23:00:00,0,306.298360655738,13.45,50.03,2.08319572622951,0,0
2018-10-18 00:00:00,0,302.093442622951,13.47,53.19,2.77659207213115,0,0
2018-10-18 01:00:00,0,307.480327868852,12.79,53.77,4.13584926229508,0,0
2018-10-18 02:00:00,0,305.96393442623,13,55.08,4.62782470491803,0,0
2018-10-18 03:00:00,0,299.12131147541,11.32,58.87,6.60357260655738,0,0
2018-10-18 04:00:00,0,294.868852459016,10.25,60.47,4.97909683606557,0,0
2018-10-18 05:00:00,0,296.150819672131,8.74,64.53,6.64258454098361,0,0
2018-10-18 06:00:00,4.15001639344262,283.008196721311,8.13,65.28,6.73270791803279,0,0
2018-10-18 07:00:00,40.9995081967213,270.516393442623,7.585,65.15,3.57831625245902,0,0
2018-10-18 08:00:00,114.527213114754,266.360655737705,7.467,65.81,3.49345432786885,0,0
2018-10-18 09:00:00,419.825245901639,277.740983606557,8.42,58.97,3.57230311803279,0,0
2018-10-18 10:00:00,686.724590163934,280.104918032787,9.55,55.71,3.01159854918033,0,0
2018-10-18 11:00:00,755.652459016393,284.027868852459,10.36,51.84,2.88970466393443,0,0
2018-10-18 12:00:00,763.981967213115,286.636065573771,13.09,44.59,2.22109403442623,0,0
2018-10-18 13:00:00,704.82131147541,289.491803278689,12.36,41.17,2.8099576,0,0
2018-10-18 14:00:00,556.470491803279,287.714754098361,14.23,41.72,1.5212078852459,0,0
2018-10-18 15:00:00,380.082459016393,285.113114754098,16.38,46.04,1.05823475262295,0,0
2018-10-18 16:00:00,25.8232786885246,300.172131147541,17.35,50.53,0.973354501803279,0,0
2018-10-18 17:00:00,4.25431147540984,291.575409836066,12.4,64.62,1.62135922295082,0,0
2018-10-18 18:00:00,0,284.606557377049,9.89,83.9,1.99485062295082,0,0
2018-10-18 19:00:00,0,278.554098360656,9.97,95.3,2.16486773770492,0,0
2018-10-18 20:00:00,0,274.668852459016,7.894,96,2.36066067213115,0,0
2018-10-18 21:00:00,0,272.434426229508,7.367,98.5,2.34478455737705,0,0
2018-10-18 22:00:00,0,270.832786885246,6.601,98.1,2.49522236065574,0,0
2018-10-18 23:00:00,0,269.091803278689,6.292,99.9,2.16022955737705,0,0
2018-10-19 00:00:00,0,267.998360655738,5.819,99.8,2.25935432786885,0,0
2018-10-19 01:00:00,0,267.47868852459,5.14,100,2.52031973770492,0,0
2018-10-19 02:00:00,0,267.24262295082,5.021,99.5,2.40405403278689,0,0
2018-10-19 03:00:00,0,267.85737704918,4.825,99.6,2.71946759016393,0,0
2018-10-19 04:00:00,0,267.540983606557,4.941,100,2.67790736065574,0,0
2018-10-19 05:00:00,0,267.798360655738,4.813,99.3,1.96630668196721,0,0
2018-10-19 06:00:00,2.49209836065574,266.65737704918,4.876,99.3,2.35659075409836,0,0
2018-10-19 07:00:00,2.49209836065574,266.65737704918,4.876,99.3,2.35659075409836,0,0
